id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
573646,DDD,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
573709,DDD,2013J,M,East Midlands Region,HE Qualification,10-20,0-35,0,210,N,Withdrawn
573712,DDD,2013J,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
573970,DDD,2013J,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,240,N,Withdrawn
574029,DDD,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
574099,DDD,2013J,M,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
574181,DDD,2013J,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,Y,Withdrawn
574330,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
574627,DDD,2013J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
574665,DDD,2013J,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
574860,DDD,2013J,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
574866,DDD,2013J,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
575213,DDD,2013J,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
575337,DDD,2013J,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
575365,DDD,2013J,M,East Anglian Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn
575493,DDD,2013J,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
575773,DDD,2013J,M,London Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
575811,DDD,2013J,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
575855,DDD,2013J,M,London Region,HE Qualification,80-90%,0-35,0,180,N,Withdrawn
575999,DDD,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
576031,DDD,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
576040,DDD,2013J,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
576131,DDD,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn
576231,DDD,2013J,M,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
577196,DDD,2013J,F,Scotland,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn
577401,DDD,2013J,F,South Region,Lower Than A Level,40-50%,0-35,0,120,Y,Withdrawn
577558,DDD,2013J,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
577570,DDD,2013J,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
577638,DDD,2013J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn
577652,DDD,2013J,F,London Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn
577736,DDD,2013J,M,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
577930,DDD,2013J,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
578150,DDD,2013J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
578285,DDD,2013J,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Withdrawn
578427,DDD,2013J,F,South Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
578544,DDD,2013J,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
579303,DDD,2013J,M,Scotland,Lower Than A Level,20-30%,0-35,0,75,N,Withdrawn
580595,DDD,2013J,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
580706,DDD,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
581065,DDD,2013J,M,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
581283,DDD,2013J,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
581320,DDD,2013J,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
581584,DDD,2013J,F,South East Region,Lower Than A Level,80-90%,0-35,0,240,N,Withdrawn
581648,DDD,2013J,F,Ireland,A Level or Equivalent,,0-35,0,180,N,Withdrawn
581818,DDD,2013J,M,Wales,HE Qualification,60-70%,0-35,0,90,N,Withdrawn
582288,DDD,2013J,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
582373,DDD,2013J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
582848,DDD,2013J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
583037,DDD,2013J,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
583147,DDD,2013J,M,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
583215,DDD,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
583221,DDD,2013J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn
583438,DDD,2013J,F,London Region,A Level or Equivalent,90-100%,0-35,0,300,N,Withdrawn
583775,DDD,2013J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
584077,DDD,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,150,N,Withdrawn
584082,DDD,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,180,N,Withdrawn
584305,DDD,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn
584455,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
584517,DDD,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn
584532,DDD,2013J,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
584591,DDD,2013J,F,South West Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn
584615,DDD,2013J,M,North Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
584628,DDD,2013J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
584883,DDD,2013J,F,South Region,A Level or Equivalent,50-60%,35-55,0,120,Y,Withdrawn
585208,DDD,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Withdrawn
585384,DDD,2013J,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,210,N,Withdrawn
585525,DDD,2013J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn
585579,DDD,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
585929,DDD,2013J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
585998,DDD,2013J,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
586317,DDD,2013J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
586536,DDD,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
586609,DDD,2013J,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
586707,DDD,2013J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
586823,DDD,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
586961,DDD,2013J,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
587099,DDD,2013J,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,Y,Withdrawn
587179,DDD,2013J,F,West Midlands Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn
587310,DDD,2013J,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn
587552,DDD,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
587576,DDD,2013J,M,North Region,A Level or Equivalent,,0-35,0,180,N,Withdrawn
588013,DDD,2013J,F,South West Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
588197,DDD,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
588242,DDD,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
588485,DDD,2013J,F,South West Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn
588537,DDD,2013J,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
588658,DDD,2013J,F,Ireland,HE Qualification,,35-55,0,120,N,Withdrawn
588815,DDD,2013J,F,South West Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn
588884,DDD,2013J,M,South Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
589007,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
589212,DDD,2013J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn
589445,DDD,2013J,M,South East Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
589569,DDD,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
589582,DDD,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
589630,DDD,2013J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
589963,DDD,2013J,M,Scotland,Lower Than A Level,30-40%,0-35,0,180,N,Withdrawn
590177,DDD,2013J,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
590235,DDD,2013J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
590380,DDD,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,Y,Withdrawn
590464,DDD,2013J,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
590541,DDD,2013J,F,Wales,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
590811,DDD,2013J,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
590828,DDD,2013J,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn
590881,DDD,2013J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
590886,DDD,2013J,M,North Western Region,HE Qualification,20-30%,0-35,0,120,N,Withdrawn
590920,DDD,2013J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
591163,DDD,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
591648,DDD,2013J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn
591650,DDD,2013J,M,South Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
591845,DDD,2013J,F,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
591852,DDD,2013J,F,Scotland,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn
592173,DDD,2013J,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Withdrawn
592299,DDD,2013J,F,East Anglian Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
592658,DDD,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn
592804,DDD,2013J,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
593075,DDD,2013J,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
593345,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,240,N,Withdrawn
593475,DDD,2013J,M,Wales,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn
593594,DDD,2013J,M,South West Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
594079,DDD,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
594081,DDD,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
594164,DDD,2013J,F,North Western Region,HE Qualification,0-10%,0-35,0,120,Y,Withdrawn
594407,DDD,2013J,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
594414,DDD,2013J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
594599,DDD,2013J,F,North Region,Lower Than A Level,,0-35,0,60,N,Withdrawn
594880,DDD,2013J,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
595008,DDD,2013J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
595396,DDD,2013J,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
595720,DDD,2013J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,210,N,Withdrawn
595894,DDD,2013J,F,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
595963,DDD,2013J,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
596292,DDD,2013J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
596620,DDD,2013J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,60,Y,Withdrawn
596978,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,180,N,Withdrawn
597178,DDD,2013J,M,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
597192,DDD,2013J,M,London Region,A Level or Equivalent,30-40%,35-55,0,150,Y,Withdrawn
597308,DDD,2013J,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
597453,DDD,2013J,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
597504,DDD,2013J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
597561,DDD,2013J,M,Scotland,A Level or Equivalent,50-60%,35-55,0,90,N,Withdrawn
597754,DDD,2013J,F,South Region,Lower Than A Level,80-90%,35-55,0,90,N,Withdrawn
597924,DDD,2013J,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
598089,DDD,2013J,F,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
598123,DDD,2013J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn
598323,DDD,2013J,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
598430,DDD,2013J,M,North Region,Post Graduate Qualification,,0-35,0,120,N,Withdrawn
598536,DDD,2013J,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
598949,DDD,2013J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
599101,DDD,2013J,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
599262,DDD,2013J,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
599406,DDD,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
599615,DDD,2013J,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn
599649,DDD,2013J,M,East Midlands Region,HE Qualification,50-60%,0-35,0,150,N,Withdrawn
599711,DDD,2013J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
599741,DDD,2013J,M,South Region,Lower Than A Level,80-90%,0-35,0,60,Y,Withdrawn
599742,DDD,2013J,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
599837,DDD,2013J,F,Scotland,A Level or Equivalent,0-10%,35-55,0,120,Y,Withdrawn
599876,DDD,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
600094,DDD,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
600289,DDD,2013J,M,North Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
600525,DDD,2013J,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
600648,DDD,2013J,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
600753,DDD,2013J,F,South Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn
600842,DDD,2013J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
600859,DDD,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Withdrawn
600963,DDD,2013J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
601204,DDD,2013J,M,North Region,A Level or Equivalent,,0-35,0,60,N,Withdrawn
601270,DDD,2013J,F,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
601286,DDD,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
601289,DDD,2013J,F,North Region,HE Qualification,,35-55,0,60,N,Withdrawn
601392,DDD,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
601488,DDD,2013J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
601731,DDD,2013J,M,London Region,A Level or Equivalent,30-40%,0-35,0,210,N,Withdrawn
602312,DDD,2013J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
602413,DDD,2013J,M,North Western Region,HE Qualification,80-90%,0-35,0,90,N,Withdrawn
602452,DDD,2013J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
602453,DDD,2013J,F,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
602692,DDD,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn
602706,DDD,2013J,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
603201,DDD,2013J,M,Ireland,A Level or Equivalent,,35-55,0,60,N,Withdrawn
603302,DDD,2013J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn
603669,DDD,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
603684,DDD,2013J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
603749,DDD,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
603803,DDD,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn
603850,DDD,2013J,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
603931,DDD,2013J,M,North Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
603953,DDD,2013J,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
604392,DDD,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
604398,DDD,2013J,F,North Region,No Formal quals,10-20,0-35,0,180,N,Withdrawn
604546,DDD,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Withdrawn
604574,DDD,2013J,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
604655,DDD,2013J,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,Withdrawn
604692,DDD,2013J,F,South East Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
604729,DDD,2013J,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
604912,DDD,2013J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn
604952,DDD,2013J,F,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
605005,DDD,2013J,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
605313,DDD,2013J,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
605652,DDD,2013J,F,South Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn
605859,DDD,2013J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn
605885,DDD,2013J,M,Ireland,HE Qualification,,0-35,0,70,N,Withdrawn
606513,DDD,2013J,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn
606593,DDD,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
606719,DDD,2013J,F,South Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
607110,DDD,2013J,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
607427,DDD,2013J,F,South West Region,Lower Than A Level,50-60%,0-35,0,150,Y,Withdrawn
607515,DDD,2013J,M,North Western Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
607928,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
607966,DDD,2013J,F,North Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
608170,DDD,2013J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
608206,DDD,2013J,M,Ireland,A Level or Equivalent,,0-35,0,120,N,Withdrawn
608638,DDD,2013J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
608848,DDD,2013J,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
608943,DDD,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
609089,DDD,2013J,M,South West Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn
609381,DDD,2013J,F,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn
609797,DDD,2013J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn
610106,DDD,2013J,F,South Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Withdrawn
610170,DDD,2013J,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
610402,DDD,2013J,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
610469,DDD,2013J,F,North Region,Post Graduate Qualification,,0-35,0,60,N,Withdrawn
610606,DDD,2013J,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
610817,DDD,2013J,F,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
610830,DDD,2013J,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
610834,DDD,2013J,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
610838,DDD,2013J,F,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
610913,DDD,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
835603,DDD,2013J,M,North Western Region,HE Qualification,20-30%,55<=,0,150,N,Withdrawn
925553,DDD,2013J,M,London Region,HE Qualification,90-100%,55<=,1,120,N,Withdrawn
997948,DDD,2013J,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Withdrawn
1346966,DDD,2013J,M,North Region,HE Qualification,,35-55,0,60,N,Withdrawn
1464932,DDD,2013J,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
1517755,DDD,2013J,M,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
1592048,DDD,2013J,M,Wales,HE Qualification,30-40%,55<=,0,120,N,Withdrawn
1644266,DDD,2013J,F,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
1684787,DDD,2013J,M,South West Region,HE Qualification,40-50%,35-55,0,90,N,Withdrawn
1687996,DDD,2013J,M,North Western Region,Lower Than A Level,80-90%,55<=,0,60,N,Withdrawn
1753235,DDD,2013J,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Withdrawn
1782581,DDD,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
1796059,DDD,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
1818677,DDD,2013J,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,90,N,Withdrawn
1833308,DDD,2013J,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
1840610,DDD,2013J,M,West Midlands Region,HE Qualification,40-50%,35-55,1,60,N,Withdrawn
1877732,DDD,2013J,M,West Midlands Region,HE Qualification,70-80%,35-55,0,90,N,Withdrawn
1901764,DDD,2013J,F,London Region,HE Qualification,30-40%,35-55,0,180,N,Withdrawn
1903131,DDD,2013J,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
1935774,DDD,2013J,M,South West Region,A Level or Equivalent,40-50%,0-35,2,60,N,Withdrawn
2014252,DDD,2013J,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
2032882,DDD,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn
2039810,DDD,2013J,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
2043916,DDD,2013J,M,South East Region,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn
2045139,DDD,2013J,M,Scotland,Lower Than A Level,80-90%,35-55,0,70,N,Withdrawn
2046628,DDD,2013J,M,Ireland,HE Qualification,60-70%,35-55,1,120,Y,Withdrawn
2068627,DDD,2013J,F,Scotland,Post Graduate Qualification,60-70%,35-55,0,130,N,Withdrawn
