,id_student,code_module_x,code_presentation,final_result,activity_type,id_site,num_of_prev_attempts,studied_credits,sum
21693,369834,AAA,2014J,Withdrawn,url,877392,0,60,1
29132,696578,AAA,2014J,Withdrawn,subpage,877132,0,60,2
25484,440319,AAA,2014J,Withdrawn,url,877399,0,60,2
19879,342007,AAA,2013J,Withdrawn,oucontent,877089,0,60,61
41036,2470694,AAA,2013J,Withdrawn,resource,546921,0,60,1
12807,260355,AAA,2013J,Withdrawn,oucontent,546719,0,60,18
25671,442442,AAA,2013J,Withdrawn,oucontent,546666,0,120,5
36958,2158048,AAA,2014J,Withdrawn,subpage,877128,0,60,18
23048,390890,AAA,2013J,Withdrawn,forumng,546653,0,90,1
7223,155984,AAA,2013J,Withdrawn,oucontent,877033,0,60,9
34674,1970390,AAA,2013J,Withdrawn,oucontent,877053,0,60,20
32871,1689639,AAA,2014J,Withdrawn,oucontent,877067,0,60,19
21686,369834,AAA,2014J,Withdrawn,resource,877245,0,60,6
9997,195262,AAA,2013J,Withdrawn,oucontent,546700,0,60,21
32893,1689639,AAA,2014J,Withdrawn,subpage,877135,0,60,15
11295,235507,AAA,2013J,Withdrawn,resource,877237,0,240,2
22242,381642,AAA,2014J,Withdrawn,oucontent,877076,0,60,5
18687,331358,AAA,2013J,Withdrawn,resource,547002,0,60,1
5858,141377,AAA,2013J,Withdrawn,oucontent,546684,0,345,3
32799,1686521,AAA,2013J,Withdrawn,url,546900,0,60,6
34742,1970390,AAA,2013J,Withdrawn,url,546885,0,60,1
1821,65002,AAA,2013J,Withdrawn,oucontent,546688,0,60,1
6998,152668,AAA,2014J,Withdrawn,oucontent,877040,0,60,55
25983,468694,AAA,2014J,Withdrawn,url,877399,0,120,7
43185,2551932,AAA,2014J,Withdrawn,oucontent,877093,0,60,25
2695,94961,AAA,2013J,Withdrawn,oucontent,877055,0,60,3
7211,155984,AAA,2013J,Withdrawn,oucontent,546696,0,60,30
36764,2149225,AAA,2013J,Withdrawn,url,546883,0,60,1
26024,470588,AAA,2013J,Withdrawn,oucontent,877070,0,60,6
36357,2139353,AAA,2013J,Withdrawn,url,877403,0,120,1
38831,2358969,AAA,2013J,Withdrawn,oucontent,877036,0,180,5
6650,148993,AAA,2013J,Withdrawn,oucontent,546735,0,60,7
25703,442442,AAA,2013J,Withdrawn,subpage,546874,0,120,1
4819,129955,AAA,2013J,Withdrawn,oucontent,877052,0,60,24
38285,2318055,AAA,2013J,Withdrawn,oucontent,877041,0,60,8
19895,342007,AAA,2013J,Withdrawn,resource,877142,0,60,1
2589,87431,AAA,2014J,Withdrawn,oucontent,877093,0,60,1
38294,2318055,AAA,2013J,Withdrawn,oucontent,877055,0,60,10
6690,148993,AAA,2013J,Withdrawn,resource,547013,0,60,3
2722,94961,AAA,2013J,Withdrawn,subpage,877134,0,60,41
18588,331358,AAA,2013J,Withdrawn,oucontent,546732,0,60,64
31526,1456619,AAA,2014J,Withdrawn,oucontent,877040,1,60,50
7552,159954,AAA,2013J,Withdrawn,forumng,546654,0,60,54
30817,1183831,AAA,2014J,Withdrawn,resource,877240,0,60,2
5916,141377,AAA,2013J,Withdrawn,url,877387,0,345,3
2365,79403,AAA,2014J,Withdrawn,oucontent,877095,0,60,45
19778,341876,AAA,2014J,Withdrawn,resource,877198,0,120,1
25990,470588,AAA,2013J,Withdrawn,forumng,877023,0,60,3
43184,2551932,AAA,2014J,Withdrawn,oucontent,877089,0,60,10
10307,202635,AAA,2013J,Withdrawn,forumng,546659,0,60,52
31220,1398979,AAA,2014J,Withdrawn,resource,877256,0,60,2
7486,158707,AAA,2014J,Withdrawn,forumng,877025,0,60,465
34698,1970390,AAA,2013J,Withdrawn,oucontent,877089,0,60,34
12849,260355,AAA,2014J,Withdrawn,subpage,546876,1,120,1
23076,390890,AAA,2013J,Withdrawn,oucontent,546732,0,90,19
36727,2149225,AAA,2013J,Withdrawn,forumng,546654,0,60,16
41034,2470694,AAA,2013J,Withdrawn,resource,546916,0,60,2
4847,129955,AAA,2013J,Withdrawn,subpage,546876,0,60,20
25666,442442,AAA,2013J,Withdrawn,forumng,546658,0,120,1
40948,2470694,AAA,2013J,Withdrawn,forumng,546650,0,60,142
41063,2470694,AAA,2013J,Withdrawn,resource,877236,0,60,13
29463,721259,AAA,2014J,Withdrawn,oucontent,546667,1,60,16
43165,2551932,AAA,2014J,Withdrawn,oucontent,877040,0,60,18
36728,2149225,AAA,2013J,Withdrawn,forumng,546657,0,60,17
31197,1398979,AAA,2014J,Withdrawn,resource,877162,0,60,2
36941,2158048,AAA,2014J,Withdrawn,oucontent,877052,0,60,3
21687,369834,AAA,2014J,Withdrawn,resource,877247,0,60,1
7226,155984,AAA,2013J,Withdrawn,oucontent,877037,0,60,48
30923,1352868,AAA,2013J,Withdrawn,forumng,546659,0,60,8
22331,383180,AAA,2014J,Withdrawn,oucontent,877045,0,60,18
29488,721259,AAA,2014J,Withdrawn,oucontent,877075,1,60,18
28867,676546,AAA,2014J,Withdrawn,oucontent,877045,0,120,15
2816,95755,AAA,2014J,Withdrawn,resource,877237,0,60,2
39906,2411778,AAA,2013J,Withdrawn,oucontent,546668,0,120,11
38845,2358969,AAA,2013J,Withdrawn,oucontent,877061,0,180,17
2725,94961,AAA,2013J,Withdrawn,url,546900,0,60,3
47274,2690062,AAA,2014J,Withdrawn,forumng,877012,0,120,4
13631,275674,AAA,2014J,Withdrawn,oucontent,877087,0,60,15
19638,337748,AAA,2014J,Withdrawn,oucontent,877043,0,120,2
31499,1456619,AAA,2013J,Withdrawn,url,877399,0,60,10
28839,648130,AAA,2014J,Withdrawn,oucontent,877061,0,240,16
28375,603861,AAA,2013J,Withdrawn,oucontent,546736,0,60,40
19776,341876,AAA,2014J,Withdrawn,resource,877196,0,120,1
13750,277880,AAA,2013J,Withdrawn,forumng,546657,0,60,207
5895,141377,AAA,2013J,Withdrawn,oucontent,877085,0,345,18
13843,277880,AAA,2014J,Withdrawn,oucontent,546692,1,120,115
22345,383180,AAA,2014J,Withdrawn,oucontent,877079,0,60,28
37103,2168833,AAA,2014J,Withdrawn,oucontent,877085,0,60,4
9671,188278,AAA,2013J,Withdrawn,subpage,546879,0,120,45
40996,2470694,AAA,2013J,Withdrawn,oucontent,546702,0,60,16
2363,79403,AAA,2014J,Withdrawn,oucontent,877093,0,60,81
33293,1758449,AAA,2013J,Withdrawn,forumng,546647,0,75,54
23103,390890,AAA,2013J,Withdrawn,resource,877224,0,90,1
428,30268,AAA,2013J,Withdrawn,forumng,546657,0,60,64
29128,696578,AAA,2014J,Withdrawn,resource,877237,0,60,4
8743,175772,AAA,2014J,Withdrawn,forumng,877026,0,270,231
23092,390890,AAA,2013J,Withdrawn,oucontent,877085,0,90,10
13852,277880,AAA,2014J,Withdrawn,oucontent,546725,1,120,5
32750,1676594,AAA,2014J,Withdrawn,oucontent,877044,0,60,3
35599,2073016,AAA,2013J,Withdrawn,oucontent,546732,0,60,27
13847,277880,AAA,2014J,Withdrawn,oucontent,546714,1,120,69
32788,1686521,AAA,2013J,Withdrawn,resource,546986,0,60,1
34683,1970390,AAA,2013J,Withdrawn,oucontent,877066,0,60,9
11276,235507,AAA,2013J,Withdrawn,oucontent,877093,0,240,14
5913,141377,AAA,2013J,Withdrawn,subpage,546879,0,345,18
36753,2149225,AAA,2013J,Withdrawn,resource,546975,0,60,1
18644,331358,AAA,2013J,Withdrawn,oucontent,877090,0,60,5
38887,2358969,AAA,2013J,Withdrawn,subpage,546873,0,180,2
18597,331358,AAA,2013J,Withdrawn,oucontent,877032,0,60,49
40972,2470694,AAA,2013J,Withdrawn,oucontent,546668,0,60,5
23053,390890,AAA,2013J,Withdrawn,forumng,877025,0,90,12
38877,2358969,AAA,2013J,Withdrawn,resource,877151,0,180,1
36287,2139353,AAA,2013J,Withdrawn,oucontent,877031,0,120,6
23118,390890,AAA,2013J,Withdrawn,url,546896,0,90,1
9564,188278,AAA,2013J,Withdrawn,forumng,546650,0,120,20
35598,2073016,AAA,2013J,Withdrawn,oucontent,546731,0,60,2
2803,95755,AAA,2014J,Withdrawn,oucontent,877040,0,60,22
36996,2158196,AAA,2014J,Withdrawn,resource,877211,0,120,2
1819,65002,AAA,2013J,Withdrawn,oucontent,546672,0,60,1
30998,1352868,AAA,2013J,Withdrawn,resource,877156,0,60,1
26006,470588,AAA,2013J,Withdrawn,oucontent,546732,0,60,70
43933,2576122,AAA,2013J,Withdrawn,forumng,546654,0,60,8
30077,969076,AAA,2013J,Withdrawn,oucontent,546716,0,180,3
27532,568601,AAA,2013J,Withdrawn,oucontent,546678,0,60,20
9637,188278,AAA,2013J,Withdrawn,oucontent,877076,0,120,47
19247,334333,AAA,2013J,Withdrawn,forumng,546652,0,240,76
4902,129955,AAA,2014J,Withdrawn,oucontent,877041,1,60,4
39909,2411778,AAA,2013J,Withdrawn,oucontent,546671,0,120,2
26065,470588,AAA,2014J,Withdrawn,oucontent,546681,1,60,10
31573,1456619,AAA,2014J,Withdrawn,subpage,877129,1,60,8
32814,1686551,AAA,2014J,Withdrawn,oucontent,877051,0,60,16
39626,2391984,AAA,2013J,Withdrawn,oucontent,546667,0,60,12
36951,2158048,AAA,2014J,Withdrawn,resource,877211,0,60,2
36304,2139353,AAA,2013J,Withdrawn,oucontent,877064,0,120,19
28169,593846,AAA,2014J,Withdrawn,oucontent,877068,0,120,2
7511,158707,AAA,2014J,Withdrawn,oucontent,877064,0,60,42
37878,2255601,AAA,2013J,Withdrawn,subpage,546874,0,120,1
7642,159954,AAA,2013J,Withdrawn,subpage,546879,0,60,28
41869,2507842,AAA,2014J,Withdrawn,forumng,877023,0,60,5
40963,2470694,AAA,2013J,Withdrawn,forumng,877026,0,60,65
9645,188278,AAA,2013J,Withdrawn,oucontent,877086,0,120,21
26038,470588,AAA,2013J,Withdrawn,subpage,546874,0,60,1
28625,628088,AAA,2014J,Withdrawn,oucontent,877045,0,60,12
33308,1758449,AAA,2013J,Withdrawn,oucontent,546669,0,75,11
35543,2065691,AAA,2013J,Withdrawn,oucontent,546725,0,330,23
18731,331358,AAA,2013J,Withdrawn,resource,877255,0,60,1
25697,442442,AAA,2013J,Withdrawn,resource,546982,0,120,1
7255,155984,AAA,2013J,Withdrawn,oucontent,877078,0,60,20
35612,2073016,AAA,2013J,Withdrawn,oucontent,877089,0,60,10
4836,129955,AAA,2013J,Withdrawn,oucontent,877092,0,60,5
22340,383180,AAA,2014J,Withdrawn,oucontent,877070,0,60,6
4422,119902,AAA,2014J,Withdrawn,resource,877228,0,60,1
34722,1970390,AAA,2013J,Withdrawn,resource,547017,0,60,6
13871,277880,AAA,2014J,Withdrawn,subpage,546879,1,120,118
30959,1352868,AAA,2013J,Withdrawn,oucontent,877038,0,60,6
41905,2507842,AAA,2014J,Withdrawn,subpage,877135,0,60,9
4889,129955,AAA,2014J,Withdrawn,oucontent,546731,1,60,16
7575,159954,AAA,2013J,Withdrawn,oucontent,546678,0,60,2
28365,603861,AAA,2013J,Withdrawn,oucontent,546715,0,60,6
41065,2470694,AAA,2013J,Withdrawn,resource,1010323,0,60,1
5414,135335,AAA,2013J,Withdrawn,oucontent,546731,0,180,6
31206,1398979,AAA,2014J,Withdrawn,resource,877198,0,60,4
9620,188278,AAA,2013J,Withdrawn,oucontent,877055,0,120,14
28381,603861,AAA,2013J,Withdrawn,oucontent,877045,0,60,20
13811,277880,AAA,2014J,Withdrawn,forumng,546651,1,120,12
29497,721259,AAA,2014J,Withdrawn,resource,546916,1,60,1
28159,593846,AAA,2014J,Withdrawn,oucontent,877045,0,120,73
6647,148993,AAA,2013J,Withdrawn,oucontent,546732,0,60,69
2820,95755,AAA,2014J,Withdrawn,subpage,877132,0,60,1
27547,568601,AAA,2013J,Withdrawn,resource,547013,0,60,2
7009,152668,AAA,2014J,Withdrawn,oucontent,877069,0,60,1
6602,148993,AAA,2013J,Withdrawn,forumng,877015,0,60,460
28860,676546,AAA,2014J,Withdrawn,forumng,877025,0,120,1
7660,159954,AAA,2014J,Withdrawn,forumng,877025,1,60,2
26088,470588,AAA,2014J,Withdrawn,oucontent,877070,1,60,6
10316,202635,AAA,2013J,Withdrawn,oucontent,546671,0,60,1
7603,159954,AAA,2013J,Withdrawn,oucontent,546738,0,60,4
43215,2552472,AAA,2013J,Withdrawn,oucontent,546732,0,120,97
39622,2391984,AAA,2013J,Withdrawn,homepage,546614,0,60,124
37854,2255601,AAA,2013J,Withdrawn,oucontent,546719,0,120,57
7666,159954,AAA,2014J,Withdrawn,oucollaborate,547067,1,60,2
33789,1839386,AAA,2014J,Withdrawn,subpage,877135,0,60,2
19884,342007,AAA,2013J,Withdrawn,oucontent,877095,0,60,15
4849,129955,AAA,2013J,Withdrawn,subpage,877128,0,60,5
35613,2073016,AAA,2013J,Withdrawn,oucontent,877095,0,60,1
20988,354858,AAA,2013J,Withdrawn,oucontent,546668,0,120,1
6968,151587,AAA,2014J,Withdrawn,oucontent,877038,0,120,2
7241,155984,AAA,2013J,Withdrawn,oucontent,877058,0,60,8
27487,561467,AAA,2014J,Withdrawn,resource,877228,0,90,1
35623,2073016,AAA,2013J,Withdrawn,resource,547013,0,60,3
30819,1183831,AAA,2014J,Withdrawn,resource,877242,0,60,1
42791,2540168,AAA,2014J,Withdrawn,oucontent,877040,0,60,31
6595,148993,AAA,2013J,Withdrawn,forumng,546654,0,60,310
34633,1970390,AAA,2013J,Withdrawn,oucontent,546703,0,60,21
2690,94961,AAA,2013J,Withdrawn,oucontent,877040,0,60,5
6704,148993,AAA,2013J,Withdrawn,subpage,877128,0,60,22
6586,147793,AAA,2013J,Withdrawn,subpage,546879,0,90,9
13380,268733,AAA,2013J,Withdrawn,subpage,546879,0,180,15
34608,1970390,AAA,2013J,Withdrawn,oucontent,546675,0,60,27
38880,2358969,AAA,2013J,Withdrawn,resource,877211,0,180,1
9628,188278,AAA,2013J,Withdrawn,oucontent,877065,0,120,11
32774,1686521,AAA,2013J,Withdrawn,oucontent,546669,0,60,40
38256,2312620,AAA,2013J,Withdrawn,resource,547035,0,60,1
13801,277880,AAA,2013J,Withdrawn,subpage,546871,0,60,17
19789,341876,AAA,2014J,Withdrawn,resource,877237,0,120,2
38194,2312620,AAA,2013J,Withdrawn,homepage,546614,0,60,169
34658,1970390,AAA,2013J,Withdrawn,oucontent,877031,0,60,10
9586,188278,AAA,2013J,Withdrawn,oucontent,546681,0,120,21
21001,354858,AAA,2013J,Withdrawn,subpage,546871,0,120,2
36281,2139353,AAA,2013J,Withdrawn,oucontent,546733,0,120,15
35539,2065691,AAA,2013J,Withdrawn,oucontent,546714,0,330,130
39647,2391984,AAA,2013J,Withdrawn,oucontent,546734,0,60,31
35596,2073016,AAA,2013J,Withdrawn,oucontent,546725,0,60,11
19742,341876,AAA,2014J,Withdrawn,oucontent,877040,0,120,55
6608,148993,AAA,2013J,Withdrawn,homepage,877030,0,60,475
13869,277880,AAA,2014J,Withdrawn,subpage,546874,1,120,1
38254,2312620,AAA,2013J,Withdrawn,resource,547017,0,60,2
31434,1456619,AAA,2013J,Withdrawn,oucontent,546662,0,60,13
43683,2569324,AAA,2013J,Withdrawn,oucontent,877087,0,120,7
12841,260355,AAA,2014J,Withdrawn,oucontent,546699,1,120,4
43668,2569324,AAA,2013J,Withdrawn,oucontent,877044,0,120,8
18735,331358,AAA,2013J,Withdrawn,resource,1010323,0,60,4
10326,202635,AAA,2013J,Withdrawn,oucontent,546700,0,60,1
28455,603861,AAA,2014J,Withdrawn,subpage,546876,1,60,6
29353,721259,AAA,2013J,Withdrawn,forumng,546645,0,120,123
430,30268,AAA,2013J,Withdrawn,homepage,546614,0,60,59
38208,2312620,AAA,2013J,Withdrawn,oucontent,546676,0,60,13
28415,603861,AAA,2014J,Withdrawn,oucontent,546682,1,60,4
7703,159954,AAA,2014J,Withdrawn,oucontent,546735,1,60,3
26071,470588,AAA,2014J,Withdrawn,oucontent,877031,1,60,8
26913,514526,AAA,2014J,Withdrawn,resource,877203,0,120,1
7721,159954,AAA,2014J,Withdrawn,oucontent,877070,1,60,10
31182,1398979,AAA,2014J,Withdrawn,oucontent,877093,0,60,20
32808,1686551,AAA,2014J,Withdrawn,oucontent,877039,0,60,2
13868,277880,AAA,2014J,Withdrawn,subpage,546873,1,120,1
20609,348275,AAA,2014J,Withdrawn,oucontent,877039,0,120,4
6598,148993,AAA,2013J,Withdrawn,forumng,546658,0,60,18
28391,603861,AAA,2013J,Withdrawn,subpage,546876,0,60,6
22219,381642,AAA,2014J,Withdrawn,oucontent,877035,0,60,15
34599,1970390,AAA,2013J,Withdrawn,oucontent,546665,0,60,16
2576,87431,AAA,2014J,Withdrawn,oucontent,877069,0,60,10
30969,1352868,AAA,2013J,Withdrawn,oucontent,877056,0,60,6
29512,721259,AAA,2014J,Withdrawn,resource,877230,1,60,1
33333,1758449,AAA,2013J,Withdrawn,oucontent,546732,0,75,85
6979,151587,AAA,2014J,Withdrawn,oucontent,877081,0,120,1
30066,969076,AAA,2013J,Withdrawn,oucontent,546678,0,180,3
19433,335764,AAA,2013J,Withdrawn,resource,877224,0,60,2
20625,348275,AAA,2014J,Withdrawn,resource,877224,0,120,2
43181,2551932,AAA,2014J,Withdrawn,oucontent,877082,0,60,3
7705,159954,AAA,2014J,Withdrawn,oucontent,546738,1,60,4
34587,1970390,AAA,2013J,Withdrawn,forumng,877012,0,60,21
42786,2540168,AAA,2014J,Withdrawn,forumng,877025,0,60,31
7677,159954,AAA,2014J,Withdrawn,oucontent,546678,1,60,2
36738,2149225,AAA,2013J,Withdrawn,oucontent,546689,0,60,1
33341,1758449,AAA,2013J,Withdrawn,resource,546916,0,75,8
34654,1970390,AAA,2013J,Withdrawn,oucontent,546736,0,60,37
34734,1970390,AAA,2013J,Withdrawn,subpage,546871,0,60,43
43206,2552472,AAA,2013J,Withdrawn,oucontent,546669,0,120,21
29377,721259,AAA,2013J,Withdrawn,oucontent,546731,0,120,17
29510,721259,AAA,2014J,Withdrawn,resource,877203,1,60,1
19729,341876,AAA,2014J,Withdrawn,dataplus,877422,0,120,1
24944,415969,AAA,2013J,Withdrawn,oucontent,546672,0,90,3
19741,341876,AAA,2014J,Withdrawn,oucontent,877039,0,120,20
32865,1689639,AAA,2014J,Withdrawn,oucontent,877052,0,60,18
20615,348275,AAA,2014J,Withdrawn,oucontent,877066,0,120,2
37859,2255601,AAA,2013J,Withdrawn,oucontent,546731,0,120,53
6672,148993,AAA,2013J,Withdrawn,oucontent,877067,0,60,2
20986,354858,AAA,2013J,Withdrawn,oucontent,546662,0,120,59
36262,2139353,AAA,2013J,Withdrawn,oucontent,546685,0,120,33
13367,268733,AAA,2013J,Withdrawn,forumng,546652,0,180,7
31168,1398979,AAA,2014J,Withdrawn,oucontent,877077,0,60,10
34649,1970390,AAA,2013J,Withdrawn,oucontent,546731,0,60,54
1817,65002,AAA,2013J,Withdrawn,oucontent,546670,0,60,2
7229,155984,AAA,2013J,Withdrawn,oucontent,877041,0,60,28
31114,1398979,AAA,2014J,Withdrawn,dataplus,877421,0,60,8
7514,158707,AAA,2014J,Withdrawn,oucontent,877067,0,60,9
10311,202635,AAA,2013J,Withdrawn,oucontent,546665,0,60,16
37968,2273119,AAA,2014J,Withdrawn,oucontent,877049,0,60,3
12815,260355,AAA,2013J,Withdrawn,subpage,546879,0,60,12
19439,335764,AAA,2013J,Withdrawn,subpage,546871,0,60,6
426,30268,AAA,2013J,Withdrawn,forumng,546652,0,60,46
20634,348275,AAA,2014J,Withdrawn,subpage,877134,0,120,26
35561,2065691,AAA,2013J,Withdrawn,url,546904,0,330,2
19450,335764,AAA,2013J,Withdrawn,url,877399,0,60,44
25661,442442,AAA,2013J,Withdrawn,forumng,546652,0,120,51
41873,2507842,AAA,2014J,Withdrawn,oucollaborate,877380,0,60,1
30928,1352868,AAA,2013J,Withdrawn,forumng,877026,0,60,8
36933,2158048,AAA,2014J,Withdrawn,oucontent,877040,0,60,68
21630,369834,AAA,2014J,Withdrawn,forumng,877015,0,60,36
33354,1758449,AAA,2013J,Withdrawn,url,546883,0,75,36
25981,468694,AAA,2014J,Withdrawn,subpage,877134,0,120,9
29531,721259,AAA,2014J,Withdrawn,url,546890,1,60,1
43687,2569324,AAA,2013J,Withdrawn,resource,877152,0,120,2
42916,2546445,AAA,2014J,Withdrawn,resource,877234,0,60,1
35525,2065691,AAA,2013J,Withdrawn,oucontent,546672,0,330,2
23055,390890,AAA,2013J,Withdrawn,homepage,877030,0,90,115
19755,341876,AAA,2014J,Withdrawn,oucontent,877076,0,120,43
5906,141377,AAA,2013J,Withdrawn,resource,546948,0,345,3
25708,442442,AAA,2013J,Withdrawn,url,546894,0,120,1
9606,188278,AAA,2013J,Withdrawn,oucontent,877039,0,120,41
7507,158707,AAA,2014J,Withdrawn,oucontent,877053,0,60,53
18542,331358,AAA,2013J,Withdrawn,forumng,546647,0,60,23
27542,568601,AAA,2013J,Withdrawn,oucontent,546734,0,60,15
30735,1183831,AAA,2014J,Withdrawn,oucontent,877042,0,60,6
31563,1456619,AAA,2014J,Withdrawn,resource,877230,1,60,1
36739,2149225,AAA,2013J,Withdrawn,oucontent,546700,0,60,6
29480,721259,AAA,2014J,Withdrawn,oucontent,877049,1,60,10
13762,277880,AAA,2013J,Withdrawn,oucontent,546668,0,60,20
28506,608440,AAA,2014J,Withdrawn,subpage,877128,0,120,3
4917,129955,AAA,2014J,Withdrawn,oucontent,877078,1,60,34
2573,87431,AAA,2014J,Withdrawn,oucontent,877065,0,60,1
19263,334333,AAA,2013J,Withdrawn,subpage,546871,0,240,6
6707,148993,AAA,2013J,Withdrawn,url,546883,0,60,4
39912,2411778,AAA,2013J,Withdrawn,oucontent,546681,0,120,86
33323,1758449,AAA,2013J,Withdrawn,oucontent,546692,0,75,1
31132,1398979,AAA,2014J,Withdrawn,oucontent,877038,0,60,6
25956,468694,AAA,2014J,Withdrawn,oucontent,877069,0,120,1
13568,274947,AAA,2014J,Withdrawn,forumng,877025,0,120,1
34569,1970390,AAA,2013J,Withdrawn,dataplus,547050,0,60,2
32836,1686551,AAA,2014J,Withdrawn,subpage,877132,0,60,1
29436,721259,AAA,2013J,Withdrawn,url,546884,0,120,1
28158,593846,AAA,2014J,Withdrawn,oucontent,877044,0,120,27
35544,2065691,AAA,2013J,Withdrawn,oucontent,546726,0,330,1
2354,79403,AAA,2014J,Withdrawn,oucontent,877079,0,60,38
22888,387954,AAA,2014J,Withdrawn,oucontent,877079,0,60,3
40991,2470694,AAA,2013J,Withdrawn,oucontent,546695,0,60,24
6708,148993,AAA,2013J,Withdrawn,url,546900,0,60,9
3405,106247,AAA,2013J,Withdrawn,resource,546924,0,60,5
28178,593846,AAA,2014J,Withdrawn,oucontent,877086,0,120,9
19786,341876,AAA,2014J,Withdrawn,resource,877228,0,120,1
28427,603861,AAA,2014J,Withdrawn,oucontent,546709,1,60,8
7520,158707,AAA,2014J,Withdrawn,oucontent,877075,0,60,12
31004,1352868,AAA,2013J,Withdrawn,subpage,546873,0,60,1
2596,87431,AAA,2014J,Withdrawn,subpage,877134,0,60,31
4374,119902,AAA,2014J,Withdrawn,oucontent,877041,0,60,5
30939,1352868,AAA,2013J,Withdrawn,oucontent,546676,0,60,8
38320,2318055,AAA,2013J,Withdrawn,oucontent,877098,0,60,4
22332,383180,AAA,2014J,Withdrawn,oucontent,877049,0,60,4
37104,2168833,AAA,2014J,Withdrawn,subpage,877128,0,60,2
2334,79403,AAA,2014J,Withdrawn,oucontent,877046,0,60,16
36991,2158196,AAA,2014J,Withdrawn,resource,877151,0,120,2
2375,79403,AAA,2014J,Withdrawn,url,877387,0,60,1
19819,342007,AAA,2013J,Withdrawn,homepage,546614,0,60,231
13597,275674,AAA,2014J,Withdrawn,homepage,877030,0,60,493
31473,1456619,AAA,2013J,Withdrawn,resource,546986,0,60,1
34600,1970390,AAA,2013J,Withdrawn,oucontent,546666,0,60,3
4857,129955,AAA,2014J,Withdrawn,forumng,546654,1,60,14
13870,277880,AAA,2014J,Withdrawn,subpage,546876,1,120,1
13586,274947,AAA,2014J,Withdrawn,resource,1010323,0,120,1
38836,2358969,AAA,2013J,Withdrawn,oucontent,877043,0,180,2
22249,381642,AAA,2014J,Withdrawn,oucontent,877085,0,60,29
2699,94961,AAA,2013J,Withdrawn,oucontent,877069,0,60,6
36312,2139353,AAA,2013J,Withdrawn,oucontent,877076,0,120,16
4376,119902,AAA,2014J,Withdrawn,oucontent,877043,0,60,3
26916,514526,AAA,2014J,Withdrawn,resource,877234,0,120,1
42892,2546445,AAA,2014J,Withdrawn,oucontent,877095,0,60,7
9996,195262,AAA,2013J,Withdrawn,oucontent,546699,0,60,6
39908,2411778,AAA,2013J,Withdrawn,oucontent,546670,0,120,8
7271,155984,AAA,2013J,Withdrawn,oucontent,877096,0,60,10
18600,331358,AAA,2013J,Withdrawn,oucontent,877035,0,60,4
43216,2552472,AAA,2013J,Withdrawn,oucontent,546737,0,120,2
30058,969076,AAA,2013J,Withdrawn,oucontent,546667,0,180,16
40987,2470694,AAA,2013J,Withdrawn,oucontent,546691,0,60,9
16691,305539,AAA,2013J,Withdrawn,oucontent,546662,0,120,6
2805,95755,AAA,2014J,Withdrawn,oucontent,877044,0,60,29
42929,2546445,AAA,2014J,Withdrawn,subpage,877134,0,60,93
36994,2158196,AAA,2014J,Withdrawn,resource,877158,0,120,1
30976,1352868,AAA,2013J,Withdrawn,oucontent,877069,0,60,7
27002,522482,AAA,2014J,Withdrawn,resource,877228,0,90,1
22253,381642,AAA,2014J,Withdrawn,oucontent,877093,0,60,8
5463,135400,AAA,2013J,Withdrawn,oucontent,877064,0,60,49
33785,1839386,AAA,2014J,Withdrawn,oucontent,877094,0,60,23
28623,628088,AAA,2014J,Withdrawn,oucontent,877043,0,60,5
43191,2551932,AAA,2014J,Withdrawn,resource,877228,0,60,1
11233,235507,AAA,2013J,Withdrawn,oucontent,546668,0,240,2
8952,181316,AAA,2013J,Withdrawn,forumng,546654,0,120,39
31570,1456619,AAA,2014J,Withdrawn,subpage,546876,1,60,6
47282,2690062,AAA,2014J,Withdrawn,oucontent,877053,0,120,1
5433,135400,AAA,2013J,Withdrawn,forumng,546647,0,60,3
9649,188278,AAA,2013J,Withdrawn,oucontent,877091,0,120,30
40961,2470694,AAA,2013J,Withdrawn,forumng,877023,0,60,6
28793,642878,AAA,2014J,Withdrawn,oucontent,877039,0,60,11
38276,2318055,AAA,2013J,Withdrawn,homepage,877030,0,60,212
34713,1970390,AAA,2013J,Withdrawn,resource,546972,0,60,1
27540,568601,AAA,2013J,Withdrawn,oucontent,546732,0,60,42
28332,603861,AAA,2013J,Withdrawn,dataplus,547048,0,60,3
23110,390890,AAA,2013J,Withdrawn,subpage,546874,0,90,1
7596,159954,AAA,2013J,Withdrawn,oucontent,546728,0,60,8
